request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_241,7298026.67,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use the supplied installment schedule because it completes safely by the deadline while preserving the IDR 19252000.00 minimum balance.
request_242,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_243,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only ZAR 0.00 is safe today and no eligible plan completes the request safely.
request_244,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only ZAR 0.00 is safe today and no eligible plan completes the request safely.
request_245,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only INR 0.00 is safe today and no eligible plan completes the request safely.
request_246,22216.48,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use the supplied installment schedule because it completes safely by the deadline while preserving the ZAR 39300.00 minimum balance.
request_247,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_248,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only USD 0.00 is safe today and no eligible plan completes the request safely.
request_249,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only USD 0.00 is safe today and no eligible plan completes the request safely.
request_250,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only ZAR 0.00 is safe today and no eligible plan completes the request safely.
request_251,319.78,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 319.78 is safe today and no eligible plan completes the request safely.
request_252,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only IDR 0.00 is safe today and no eligible plan completes the request safely.
request_253,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_254,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only USD 0.00 is safe today and no eligible plan completes the request safely.
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,Pay IDR 3345000.00 in full while preserving the IDR 9813900.00 minimum balance.
request_256,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only INR 0.00 is safe today and no eligible plan completes the request safely.
request_257,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only USD 0.00 is safe today and no eligible plan completes the request safely.
request_258,444.93,not_affordable,not_recommended,none,,none,Do not proceed: only USD 444.93 is safe today and no eligible plan completes the request safely.
request_259,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_260,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only IDR 0.00 is safe today and no eligible plan completes the request safely.
request_261,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_262,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only IDR 0.00 is safe today and no eligible plan completes the request safely.
request_263,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only ZAR 0.00 is safe today and no eligible plan completes the request safely.
request_264,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only INR 0.00 is safe today and no eligible plan completes the request safely.
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,Pay INR 45970.00 in full while preserving the INR 189700.00 minimum balance.
request_266,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_267,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_268,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_269,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only ZAR 0.00 is safe today and no eligible plan completes the request safely.
request_270,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only USD 0.00 is safe today and no eligible plan completes the request safely.
request_271,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only INR 0.00 is safe today and no eligible plan completes the request safely.
request_272,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only IDR 0.00 is safe today and no eligible plan completes the request safely.
request_273,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only IDR 0.00 is safe today and no eligible plan completes the request safely.
request_274,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only EUR 0.00 is safe today and no eligible plan completes the request safely.
request_275,0.0,not_affordable,not_recommended,none,,none,Do not proceed: only IDR 0.00 is safe today and no eligible plan completes the request safely.
